date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/06/2015 16:49,35 - 45,Thailand,Malaysia,Yes,Asia,Male,Married,Masters,University,1 - 5 years,Professor,Almost all papers,4,2,3,4,2,4,3,3,1,2,3,3,Important,Slightly Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/06/2015 16:52,46 - 55,Spain,,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,About two-third,4,3,4,2,3,2,2,3,1,3,4,4,Slightly Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Not Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/06/2015 17:27,46 - 55,Germany,Austria,Yes,Europe,,Married,Masters,Research Institute,6 - 10 years,Professor,About half,3,3,4,4,2,3,3,3,4,4,3,3,Slightly Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Slightly Important,Important,Slightly Important,In very few of my papers,In none of my papers,In almost all my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/06/2015 17:57,46 - 55,United Kingdom,United Kingdom,No,Europe,Male,Married,Masters,University,1 - 5 years,Professor,About two-third,4,4,4,4,3,2,2,3,1,3,2,3,Very Important,Slightly Important,Important,Very Important,Very Important,Not Important,Important,,Important,Important,Important,Important,Important,Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never
11/06/2015 18:12,less than 35,Brazil,Brazil,No,South America,Male,Single,PhD,University,1 - 5 years,Professor,All papers,4,2,2,4,4,3,4,4,1,4,4,4,Slightly Important,Slightly Important,Very Important,Very Important,Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Important,Slightly Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never
11/06/2015 18:25,less than 35,Portugal,United Kingdom,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Researcher/Scientist,About two-third,3,4,4,3,1,1,2,2,1,1,1,1,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Important,Important,Slightly Important,Very Important,Important,Slightly Important,In none of my papers,In almost all my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Never,Most of the time,Never
11/06/2015 19:05,35 - 45,Germany,Germany,No,Europe,Male,Married,Masters,University,1 - 5 years,Professor,About two-third,4,2,3,4,3,3,3,4,3,2,2,3,Important,Slightly Important,Important,Slightly Important,Important,Important,Very Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time
11/06/2015 19:51,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About half,3,1,3,3,3,3,1,3,3,4,3,1,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/06/2015 20:04,46 - 55,Greece,United Kingdom,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Professor,About two-third,4,4,3,2,1,1,1,4,3,4,4,4,Very Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Important,Not Important,Very Important,Very Important,Important,Slightly Important,Very Important,In almost all my papers,In all my papers,In very few of my papers,Sometimes,Never,Never,Always,Always,Always,Always,Always
11/06/2015 20:49,56 and above,Sweden,Sweden,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,About half,1,1,1,1,1,4,1,1,1,1,1,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In all my papers,In all my papers,In very few of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/06/2015 20:53,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,Very few,2,2,2,2,3,3,3,2,4,2,1,2,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In about half of my papers,In very few of my papers,In very few of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
11/06/2015 21:32,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About half,3,3,4,4,3,3,1,2,1,1,1,1,Important,Important,Important,Important,Important,Slightly Important,Very Important,Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Never,Sometimes,Most of the time
11/06/2015 21:46,46 - 55,Ireland,USA,Yes,North America,Male,Married,Masters,University,Less than 1 year,Professor,About two-third,4,1,3,3,3,4,4,2,1,3,1,1,Important,Important,Important,Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Very Important,In about half of my papers,In about one-third of my papers,In very few of my papers,Sometimes,Never,Never,Never,Never,Most of the time,Most of the time,Sometimes
11/06/2015 21:59,56 and above,Israel,USA,Yes,North America,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,2,4,4,2,3,3,4,1,2,2,3,Very Important,Important,Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Very Important,Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never
11/06/2015 22:44,56 and above,USA,USA,No,North America,Female,Married,Masters,University,6 - 10 years,Professor,About two-third,4,1,2,4,2,4,1,2,1,3,2,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In about half of my papers,In about half of my papers,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes
11/06/2015 22:46,35 - 45,Tunisia,Tunisia,No,Africa,Male,Married,Masters,University,6 - 10 years,Assistant Professor,About two-third,3,2,1,4,2,1,2,3,1,3,3,2,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,,In about two-third of my papers,In all my papers,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Never,Sometimes,Most of the time
11/06/2015 22:48,35 - 45,Spain,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,2,2,4,2,2,2,2,3,2,1,2,Slightly Important,Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Not Important,Important,Slightly Important,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,In very few of my papers,In almost all my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never
11/06/2015 22:59,35 - 45,Germany,Germany,No,Europe,Male,Single,Masters,Research Institute,1 - 5 years,Researcher/Scientist,Almost all papers,3,2,3,3,2,2,3,3,2,3,1,2,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Never,Never,Never,Most of the time
11/06/2015 23:17,46 - 55,Spain,Spain,No,Europe,Female,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,2,2,3,3,3,3,3,3,2,3,4,Important,Slightly Important,Important,Very Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Very Important,Important,Important,Important,In none of my papers,In almost all my papers,In very few of my papers,Most of the time,Never,Never,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time
11/06/2015 23:42,35 - 45,Germany,Canada,Yes,North America,Male,Married,,University,6 - 10 years,Associate Professor,Almost all papers,3,3,4,4,3,3,2,3,1,2,2,2,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Important,Very Important,Important,Important,Slightly Important,Important,Slightly Important,Not Important,In about two-third of my papers,In about one-third of my papers,In very few of my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/06/2015 23:50,35 - 45,Colombia,Colombia,No,South America,Male,Married,Masters,University,6 - 10 years,Associate Professor,All papers,4,3,3,3,2,4,4,3,3,3,3,3,Very Important,Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In almost all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never
11/07/2015 00:09,35 - 45,Hungary,Hungary,No,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,All papers,4,2,3,4,1,3,2,3,2,2,2,2,Very Important,Slightly Important,Important,Very Important,Important,Slightly Important,Very Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Very Important,In very few of my papers,In about two-third of my papers,In about one-third of my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/07/2015 00:09,46 - 55,Czech Republic,Czech Republic,No,Europe,Female,Single,PhD,University,More than 10 years,Student,Almost all papers,4,4,4,4,4,4,4,4,4,4,4,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In about half of my papers,In none of my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Sometimes,Always,Sometimes
11/07/2015 00:16,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,6 - 10 years,Assistant Professor,All papers,4,2,2,4,3,3,3,3,3,4,1,2,Very Important,Important,Important,Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,In about half of my papers,In none of my papers,In about half of my papers,Never,Never,Never,Never,Never,Never,Sometimes,Never
11/07/2015 00:28,35 - 45,Ecuador,USA,Yes,North America,Male,Married,Masters,University,1 - 5 years,Associate Professor,All papers,4,3,3,3,2,3,4,2,2,1,1,2,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never
11/07/2015 00:30,35 - 45,Spain,Italy,Yes,Europe,Male,Married,Masters,Research Institute,1 - 5 years,Researcher/Scientist,All papers,4,2,2,2,2,1,2,3,1,2,3,3,Slightly Important,Slightly Important,Very Important,Important,Very Important,Slightly Important,Important,Slightly Important,Slightly Important,Very Important,Important,Important,Slightly Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes
11/07/2015 00:42,35 - 45,Bulgaria,France,Yes,Europe,Female,Married,Masters,University,1 - 5 years,Professor,About two-third,3,1,1,2,3,2,2,3,1,3,1,3,Very Important,Not Important,Not Important,Very Important,Very Important,Very Important,Very Important,Very Important,Not Important,Not Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never
11/07/2015 00:44,less than 35,Albania,Netherlands,Yes,Europe,Female,Other,Masters,University,6 - 10 years,Associate Professor,All papers,4,2,2,4,1,2,4,2,2,1,1,1,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Not Important,Very Important,Important,Important,Important,Important,Important,Slightly Important,Very Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/07/2015 00:54,35 - 45,Russia,Russia,No,Asia,Male,Married,Masters,University,More than 10 years,Associate Professor,About two-third,4,3,4,2,1,1,3,3,1,2,3,2,Very Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
